image_name,original_path,group,class,split
Malinoville_f00ed6e9.jpg,Malinoville\Structural\1783150154194.jpg,Malinoville,structural,train
Malinoville_f1a3564d.jpg,Malinoville\Structural\1783150154511.jpg,Malinoville,structural,train
Malinoville_f2686682.jpg,Malinoville\Structural\1783150152490.jpg,Malinoville,structural,train
Malinoville_f4b79f75.jpg,Malinoville\Structural\1783150153545.jpg,Malinoville,structural,train
Malinoville_f522f247.jpg,Malinoville\Structural\1783150151761.jpg,Malinoville,structural,train
Malinoville_f5bafba3.jpg,Malinoville\Structural\1783150154977.jpg,Malinoville,structural,train
Malinoville_f7b3dbb3.jpg,Malinoville\Structural\1783150154088.jpg,Malinoville,structural,train
Malinoville_f8eadb42.jpg,Malinoville\Structural\1783150155386.jpg,Malinoville,structural,train
Malinoville_f92ed886.jpg,Malinoville\Structural\1783913474451.jpg,Malinoville,structural,train
Malinoville_f94b1117.jpg,Malinoville\Structural\1783150154131.jpg,Malinoville,structural,train
Malinoville_fbd6b923.jpg,Malinoville\Structural\1783913474863.jpg,Malinoville,structural,train
Malinoville_fdd9ffdf.jpg,Malinoville\Structural\1783150153139.jpg,Malinoville,structural,train
Paramjeet_009b8b26.jpg,Paramjeet\Structural\IMG_0917.jpg,Paramjeet,structural,train
Paramjeet_0f71bc8a.jpg,Paramjeet\Structural\IMG_1028.jpg,Paramjeet,structural,train
Paramjeet_1440e0c5.jpg,Paramjeet\Structural\IMG_0955.jpg,Paramjeet,structural,train
Paramjeet_1e0c0d61.jpg,Paramjeet\Structural\IMG_1018.jpg,Paramjeet,structural,train
Paramjeet_260000eb.jpg,Paramjeet\Structural\IMG_0910.jpg,Paramjeet,structural,train
Paramjeet_26808300.jpg,Paramjeet\Structural\IMG_1020.jpg,Paramjeet,structural,train
Paramjeet_328f7d9e.jpg,Paramjeet\Structural\IMG_1027.jpg,Paramjeet,structural,train
Paramjeet_335381d1.jpg,Paramjeet\Structural\IMG_1025.jpg,Paramjeet,structural,train
Paramjeet_3498769f.jpg,Paramjeet\Structural\IMG_1045.jpg,Paramjeet,structural,train
Paramjeet_3d5a6c8e.jpg,Paramjeet\Structural\IMG_1046.jpg,Paramjeet,structural,train
Paramjeet_3de7bed1.jpg,Paramjeet\Structural\IMG_0954.jpg,Paramjeet,structural,train
Paramjeet_575003f7.jpg,Paramjeet\Structural\IMG_1023.jpg,Paramjeet,structural,train
Paramjeet_57e6103d.jpg,Paramjeet\Structural\IMG_0911.jpg,Paramjeet,structural,train
Paramjeet_5d5f0b39.jpg,Paramjeet\Structural\IMG_1019.jpg,Paramjeet,structural,train
Paramjeet_7792b163.jpg,Paramjeet\Structural\IMG_0958.jpg,Paramjeet,structural,train
Paramjeet_7a427909.jpg,Paramjeet\Structural\IMG_1048.jpg,Paramjeet,structural,train
Paramjeet_884a3be6.jpg,Paramjeet\Structural\IMG_0918.jpg,Paramjeet,structural,train
Paramjeet_95eda52d.jpg,Paramjeet\Structural\IMG_0914.jpg,Paramjeet,structural,train
Paramjeet_9681ba85.jpg,Paramjeet\Structural\IMG_1022.jpg,Paramjeet,structural,train
Paramjeet_9c2d2630.jpg,Paramjeet\Structural\IMG_1047.jpg,Paramjeet,structural,train
Paramjeet_9cb1cba6.jpg,Paramjeet\Structural\IMG_0956.jpg,Paramjeet,structural,train
Paramjeet_a60af16e.jpg,Paramjeet\Structural\IMG_0959.jpg,Paramjeet,structural,train
Paramjeet_ab6080e4.jpg,Paramjeet\Structural\IMG_1021.jpg,Paramjeet,structural,train
Paramjeet_ae16977b.jpg,Paramjeet\Structural\IMG_0957.jpg,Paramjeet,structural,train
Paramjeet_b25ecb45.jpg,Paramjeet\Structural\IMG_0912.jpg,Paramjeet,structural,train
Paramjeet_c6a0b359.jpg,Paramjeet\Structural\IMG_1026.jpg,Paramjeet,structural,train
Paramjeet_c6e2daef.jpg,Paramjeet\Structural\IMG_0915.jpg,Paramjeet,structural,train
Paramjeet_c869ebad.jpg,Paramjeet\Structural\IMG_1050.jpg,Paramjeet,structural,train
Paramjeet_d29dfbc8.jpg,Paramjeet\Structural\IMG_1049.jpg,Paramjeet,structural,train
Paramjeet_d9e80691.jpg,Paramjeet\Structural\IMG_0913.jpg,Paramjeet,structural,train
Paramjeet_dc7ad05b.jpg,Paramjeet\Structural\IMG_1017.jpg,Paramjeet,structural,train
Paramjeet_e0c46591.jpg,Paramjeet\Structural\IMG_0916.jpg,Paramjeet,structural,train
Paramjeet_e6638caf.jpg,Paramjeet\Structural\IMG_1024.jpg,Paramjeet,structural,train
Paramjeet_ed730aec.jpg,Paramjeet\Structural\IMG_0849.jpg,Paramjeet,structural,train
AldeaGrove_1_0c4a8051.jpg,Aldea Grove\1\Finishing\Left\1785911458354.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_19730a54.jpg,Aldea Grove\1\Finishing\Front Left Diagonal\1785911458111.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_1985e910.jpg,Aldea Grove\1\Finishing\Front\1785911458262.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_2cf5bfe2.jpg,Aldea Grove\1\Finishing\Front Left Diagonal\1783913719995.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_2d8ad425.jpg,Aldea Grove\1\Finishing\Front Left Diagonal\1785911458413.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_2e224785.jpg,Aldea Grove\1\Finishing\Front\1785911458287.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_2ef03bc7.jpg,Aldea Grove\1\Finishing\Back\1785911458310.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_3028007c.jpg,Aldea Grove\1\Finishing\1786766374341.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_345e1d14.jpg,Aldea Grove\1\Finishing\1786766374426.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_3cf04e0b.jpg,Aldea Grove\1\Finishing\Front Right Diagonal\1785911458180.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_4110e01a.jpg,Aldea Grove\1\Finishing\Left\1783913719934.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_45c25b61.jpg,Aldea Grove\1\Finishing\Left\1785911458390.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_482158d2.jpg,Aldea Grove\1\Finishing\1786766374375.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_759a4cdb.jpg,Aldea Grove\1\Finishing\Front\1785911458237.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_bab1293a.jpg,Aldea Grove\1\Finishing\Left\1783913719906.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_c177c2eb.jpg,Aldea Grove\1\Finishing\1786766374360.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_c214577c.jpg,Aldea Grove\1\Finishing\Front Left Diagonal\1783913719967.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_c5be2088.jpg,Aldea Grove\1\Finishing\Front Left Diagonal\1785911458153.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_d0a6552d.jpg,Aldea Grove\1\Finishing\1786766374957.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_df7f1866.jpg,Aldea Grove\1\Finishing\Left\1785911458329.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_e3dde24c.jpg,Aldea Grove\1\Finishing\Right\1785911458211.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_1_e654bb50.jpg,Aldea Grove\1\Finishing\1786766374927.jpg,Aldea Grove\1,finishing,validation
AldeaGrove_2_040f969c.jpg,Aldea Grove\2\Finishing\Front Right Diagonal\1786766374308.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_04f47b16.jpg,Aldea Grove\2\Finishing\Right\1786766374275.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_0ba25fcc.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912053471.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_0c37c9fe.jpg,Aldea Grove\2\Finishing\Front\1786766374291.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_136866cd.jpg,Aldea Grove\2\Finishing\Back\1786766374207.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_3cb606c2.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1785912187322.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_424703b6.jpg,Aldea Grove\2\Finishing\Back\1785912187297.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_4faf58e0.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1786766374700.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_61eab3f8.jpg,Aldea Grove\2\Finishing\Front Right Diagonal\1786766374324.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_65156363.jpg,Aldea Grove\2\Finishing\Back Right Diagonal\1786766374176.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_66fbc51e.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1786766374219.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_69bac5cf.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1786766374259.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_7ca8e9d0.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912187397.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_7db3a518.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912248744.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_81ea2200.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912138224.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_867d5782.jpg,Aldea Grove\2\Finishing\Right\1785912138173.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_88e2bb8c.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1786766374241.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_93a49bf3.jpg,Aldea Grove\2\Finishing\Front Right Diagonal\1786766374766.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_9454ccc3.jpg,Aldea Grove\2\Finishing\Front\1786766374735.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_95d7e08a.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1786766374630.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_a114d01d.jpg,Aldea Grove\2\Finishing\Right\1785912248717.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_a3263253.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912187421.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_aac89ef9.jpg,Aldea Grove\2\Finishing\Right\1785912053548.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_b3007645.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912053485.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_bc1e8449.jpg,Aldea Grove\2\Finishing\Back\1786766374192.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_bedce40e.jpg,Aldea Grove\2\Finishing\Right\1785912187338.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_bf9cf6ae.jpg,Aldea Grove\2\Finishing\Back Right Diagonal\1786766374569.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_c2849d58.jpg,Aldea Grove\2\Finishing\Back Left Diagonal\1785912138153.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_cc92537d.jpg,Aldea Grove\2\Finishing\Front Left Diagonal\1785912138242.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_d6c979ec.jpg,Aldea Grove\2\Finishing\Back\1786766374599.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_f71744d7.jpg,Aldea Grove\2\Finishing\Back Right Diagonal\1785912187282.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_f8ff7842.jpg,Aldea Grove\2\Finishing\Right\1786766374660.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_2_fd149f4e.jpg,Aldea Grove\2\Finishing\Right\1785912001660.jpg,Aldea Grove\2,finishing,validation
AldeaGrove_1_0f1d2b15.jpg,Aldea Grove\1\Foundation\1785911458424.jpg,Aldea Grove\1,foundation,validation
AldeaGrove_1_3665118d.jpg,Aldea Grove\1\Foundation\1783913719849.jpg,Aldea Grove\1,foundation,validation
AldeaGrove_1_4ee4a8bf.jpg,Aldea Grove\1\Foundation\1783913720061.jpg,Aldea Grove\1,foundation,validation
AldeaGrove_1_8461b58e.jpg,Aldea Grove\1\Foundation\1783913719876.jpg,Aldea Grove\1,foundation,validation
AldeaGrove_1_bf1cd398.jpg,Aldea Grove\1\Foundation\1783913720023.jpg,Aldea Grove\1,foundation,validation
AldeaGrove_2_09f2fd46.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912001513.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_0d3c7757.jpg,Aldea Grove\2\Roofing\Back Right Diagonal\1785912053500.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_0d7b16f4.jpg,Aldea Grove\2\Roofing\Front\1785912001528.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_0e4a333d.jpg,Aldea Grove\2\Roofing\Front\1785912187440.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_10b6910f.jpg,Aldea Grove\2\Roofing\Back Left diagonal\1785911483569.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_12ea46a6.jpg,Aldea Grove\2\Roofing\Back\1785911483591.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_181cf130.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912053565.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_1d37c5a5.jpg,Aldea Grove\2\Roofing\Front\1783913719812.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_21c8ba55.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912138203.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_22216e0c.jpg,Aldea Grove\2\Roofing\Front\1785912053457.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_244797aa.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785911483502.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_2a2b8555.jpg,Aldea Grove\2\Roofing\Back\1785911891475.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_2d14a0a0.jpg,Aldea Grove\2\Roofing\Front\1783913719752.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_2f1e7998.jpg,Aldea Grove\2\Roofing\Back Right Diagonal\1785911483611.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_41db4635.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912248811.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_4513852d.jpg,Aldea Grove\2\Roofing\Back Left diagonal\1785911483550.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_4fb7b7d6.jpg,Aldea Grove\2\Roofing\Back\1785912001612.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_5d485c45.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\1785911483667.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_5ee80b4f.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\_storage_emulated_0_Android_data_com.miui.gallery_cache_SecurityShare_1785911891552.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_6acf48d6.jpg,Aldea Grove\2\Roofing\Front\1785912248857.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_74217c4a.jpg,Aldea Grove\2\Roofing\Right\1785911891508.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_7810653c.jpg,Aldea Grove\2\Roofing\Front\1785912138258.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_78d7c4ba.jpg,Aldea Grove\2\Roofing\Back Right Diagonal\1785912001584.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_7d5a67ae.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785911483490.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_81b64f87.jpg,Aldea Grove\2\Roofing\Front\1785911891410.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_89b4f327.jpg,Aldea Grove\2\Roofing\Right\1785911483516.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_8ba5314b.jpg,Aldea Grove\2\Roofing\Front\1785911891392.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_8c50ad61.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785911891537.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_9478e1da.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912138189.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_95e64269.jpg,Aldea Grove\2\Roofing\Back Right Diagonal\1785911891459.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_a0d8062a.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912187357.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_ae9d21b0.jpg,Aldea Grove\2\Roofing\Back Left diagonal\1785912001642.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_b709922a.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912001684.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_b9c00ba2.jpg,Aldea Grove\2\Roofing\Back Left diagonal\1785912053533.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_bb641dc1.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\1785912001566.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_bced377d.jpg,Aldea Grove\2\Roofing\Right\1785911483530.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_bdf8b78f.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\1785912001549.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_c1d2255f.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\1785911483686.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_cca76de3.jpg,Aldea Grove\2\Roofing\Back\1785912053516.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_cd326367.jpg,Aldea Grove\2\Roofing\Left\1785911483645.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_cd35451b.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785912187378.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_d8a1b2f5.jpg,Aldea Grove\2\Roofing\Front\1783913719722.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_d9211292.jpg,Aldea Grove\2\Roofing\Front Right Diagonal\1785911891521.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_d9a3e219.jpg,Aldea Grove\2\Roofing\Front\1783913719781.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_e84a9402.jpg,Aldea Grove\2\Roofing\Front\1785911891425.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_e91263d1.jpg,Aldea Grove\2\Roofing\Front\1785911483708.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_ec654364.jpg,Aldea Grove\2\Roofing\Front Left Diagonal\1785911891567.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_fb20776e.jpg,Aldea Grove\2\Roofing\Front\1785911891371.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_fbe30c09.jpg,Aldea Grove\2\Roofing\Back Left diagonal\1785911891493.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_ffd314a8.jpg,Aldea Grove\2\Roofing\Left\1785911891443.jpg,Aldea Grove\2,roofing,validation
AldeaGrove_2_0c16217e.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785911891521.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_149710d9.jpg,Aldea Grove\2\Structural\Front\Copy of 1785911891425.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_1a24a13e.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of 1785911891567.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_1e674c28.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of 1785912001549.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_223c1abc.jpg,Aldea Grove\2\Structural\Front\Copy of 1785912053457.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_232d21ab.jpg,Aldea Grove\2\Structural\Back\Copy of 1785911891475.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_244daf87.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912001513.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_38001dc1.jpg,Aldea Grove\2\Structural\Back Left Diagonal\Copy of 1785912001642.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_3a1c13b0.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912187378.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_3f175732.jpg,Aldea Grove\2\Structural\Back Right Diagonal\Copy of 1785911891459.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_3f26b740.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912187357.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_40937bfc.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912053565.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_4eed2511.jpg,Aldea Grove\2\Structural\Left\Copy of 1785911483645.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_52c00476.jpg,Aldea Grove\2\Structural\Back Left Diagonal\Copy of 1785911483550.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_5783adc3.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785911483490.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_5b7a4838.jpg,Aldea Grove\2\Structural\Back Left Diagonal\Copy of 1785912053533.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_605bc133.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912138203.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_639b4878.jpg,Aldea Grove\2\Structural\Back Right Diagonal\Copy of 1785911483611.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_660991e9.jpg,Aldea Grove\2\Structural\Front\Copy of 1785912001528.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_6ed58e31.jpg,Aldea Grove\2\Structural\Left\Copy of 1785911891443.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_705a1fce.jpg,Aldea Grove\2\Structural\Back Left Diagonal\Copy of 1785911891493.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_747a814d.jpg,Aldea Grove\2\Structural\Front\Copy of 1785911891410.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_762e4575.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of _storage_emulated_0_Android_data_com.miui.gallery_cache_SecurityShare_1785911891552.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_7eb6a523.jpg,Aldea Grove\2\Structural\Front\Copy of 1785911483708.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_7fd8a1cd.jpg,Aldea Grove\2\Structural\Front\Copy of 1785912138258.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_80b31941.jpg,Aldea Grove\2\Structural\Front\Copy of 1785912248857.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_849114ef.jpg,Aldea Grove\2\Structural\Front\Copy of 1783913719752.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_8d2a6be4.jpg,Aldea Grove\2\Structural\Front\Copy of 1783913719812.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_9073cc66.jpg,Aldea Grove\2\Structural\Front\Copy of 1785912187440.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_90c2d171.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785911891537.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_981d0062.jpg,Aldea Grove\2\Structural\Front\Copy of 1783913719722.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_99570203.jpg,Aldea Grove\2\Structural\Right\Copy of 1785911483516.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_9e859744.jpg,Aldea Grove\2\Structural\Back\Copy of 1785911483591.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_a168e901.jpg,Aldea Grove\2\Structural\Right\Copy of 1785911891508.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_a59dabd4.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912248811.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_bc3f0593.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of 1785911483667.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_bf753452.jpg,Aldea Grove\2\Structural\Front\Copy of 1785911891371.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_c4b48297.jpg,Aldea Grove\2\Structural\Back\Copy of 1785912053516.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_c5c54bd4.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912001684.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_c7ccab49.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785911483502.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_caf939ee.jpg,Aldea Grove\2\Structural\Back Left Diagonal\Copy of 1785911483569.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_cf627574.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of 1785912001566.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_d7702e9b.jpg,Aldea Grove\2\Structural\Front\Copy of 1783913719781.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_d83b6730.jpg,Aldea Grove\2\Structural\Front Right Diagonal\Copy of 1785912138189.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_dc680092.jpg,Aldea Grove\2\Structural\Right\Copy of 1785911483530.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_dc9c5d1f.jpg,Aldea Grove\2\Structural\Back Right Diagonal\Copy of 1785912053500.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_f0d02386.jpg,Aldea Grove\2\Structural\Back\Copy of 1785912001612.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_f926b853.jpg,Aldea Grove\2\Structural\Front Left Diagonal\Copy of 1785911483686.jpg,Aldea Grove\2,structural,validation
AldeaGrove_2_fea502c9.jpg,Aldea Grove\2\Structural\Front\Copy of 1785911891392.jpg,Aldea Grove\2,structural,validation
